Titulo
Los sesenta 87: Los Banzos-Los Sprinters
Los sesenta 88: Los Lord's, Shelly
Los sesenta 89: Tara-Generación 49
Los sesenta 90: Los Pops y más
Los sesenta 91 Los Pepes-Los Astros
Los sesenta 92 Yerba Mate
Los sesenta y 93 Sisa-Generación del 68
Carlos Soto Folk Quintet
Freedonia
Polisonic de Gandía
Toti Soler
Julián Molero
Viljandi Folk Estonia
Estonia Rock años 60
Estonia Rock 70's
Ecos de Viljandi:Folkbeat
Los Bravos, libro
Rock sinfónico 78
Rock Sinfónico 79: E,L & P.
Los sesenta 94 - Woodstock'69 00
Los sesenta 95 - Woodstock'69 01
Los sesenta 96 - Woodstock'69 02
Los sesenta 97 - Woodstock'69 03
Los sesenta 98 - Woodstock'69 04
Los sesenta 99 - Woodstock'69 05
Los sesenta 100 - Woodstock'69 06
Los sesenta 101 - Woodstock'69 07
Los sesenta 102 - Woodstock'69 08
Los sesenta 103 - Woodstock'69 09
Los sesenta 104 - Woodstock'69 10
Los sesenta 105 - Woodstock'69 11
Los sesenta 106 - Woodstock'69 12
Los sesenta y 107 - Woodstock¿69 y 13
Day of the Dead 1
Santana & McLaughlin 1ª
Santana & McLaughlin 2ª
Paco de Lucia y John McLaughlin 1ª
Desde Eivissa jazz
Desde Ibiza Jazz 2
Jorge Pardo sextet 2ª
Paco de Lucia y John McLaughlin 2ª
Gregg Allman 1ª
Gregg Allman 2ª
Rock Sinfónico 80: Roger Waters 1ª
Rock Sinfónico 81: Roger Waters 2ª
Martirio 1
Martirio 2
Martirio y3
Johnny Winter en Woodstock '69
O sister
Moises Sánchez Trio 2ª
Yecla Anaut
Yecla Jazz 2
Yecla Jazz Jorge Pardo
Daahoud Salim
Day of the Dead 2
Begoña Olavide & Javier Bergia
Rock 1970 (1): Simon & Garfunkel - Black Sabbath
1970 (2): Taste, Stone the Crow
1970 (3): Syd Barrett, MC5
1970 (4) Chicago - Zappa
1970 (5): Cash, Baez, Morrison
Pascuala - Chocolata
1970 (6) Dylan Nobel Literatura
1970 (7) The Doors - The Beatles
1970 (8) Pink Floyd, Jerry Garcia
1970 (9) Van der Graaf, CSNY
Womex Santiago
Womex, Uxia, Hanne Tveter
Womex, Manolo Domínguez
1970 (10). Mountain, Leon Russell
Qurtuba Jazz, Susana Raya
Qurtuba Jazz Pedro Cortejosa
1970 (11) Jimi Hendrix
1970 (12) Ginger Baker Airforce
1970 (13) Amboy Dukes, Joni Mitchell
1970 (14) Ten Years After-Jethro Tull
1970 (15) Melanie, Cat Stevens 02/11/16
1970 (16) Miles Davis
Chema García, Milladoiro
Vive nuestra música
1970 (17) The Beatles Let it be
Ángela Cervantes en Cuba
Rock Sinfónico 82 Jon Lord Yecla
Rock Sinfónico 83 Jon Lord Yecla
Blanca Altable
Jorge Salan
Gov't Mule, E.L.&P.
Ximo Tebar
Jordi Bonell
Especial Pioneros Madrileños Pop
1970(18) King Crimson - PMP restos
1970 (19) Eric Burdon War
1970 (20) Cream - Hot Tuna
Dali-rium Sonic
Abe Rábade
1970 (21) Deep Purple
1970 (22) Soft Machine
1970 (23) Free, B S & Tears
1970 (24) Stooges-Rod Stewart
1970 (25) The Who Live at Leeds
1970 (26) Cactus, Creedence C.R.
1970 (27) May Blitz, Warhorse
Zaruk
1970 (28) Humble Pie - Traffic
1970 (29) Supertram - Steve Miller
Cristina Mora
1970 (30) Canned Heat
Martín Llade
1970 (31) Hawkwind
Juana Melia-Cantautores Elche
1970 (32) Judy Collins
1970 (33) Joe Cocker - Status Quo
1970 (34) Wight Festival I
1970 (35) Isle of Wight II
1970 (36) Festival Wight
Villancicos europeos (1 de 3)
Villancicos europeos (2 de 3)
EBU Folk Music Christmas Project y3
1970 (37) The Doors Live
1970 (38) The Doors Live-Moody Blues
Rock Sinfónico 84 Pink Floyd
Rock Sinfónico 85 Pink Floyd
1970 (39) Leonard Cohen en Wight
30º Aniversario
1970 (40) The Doors en Wight
Viljandi 01 Marja Nuut
Viljandi 02 Trad Attack!
Viljandi 03 Cardo-Roxo
Viljandi 04 Trio Maar
Viljandi 05 Verska Naase, Liinatsuraq
1970 (41) Black Sabbath - Neil Young
1970 (42) Allman Bros
1970 (43) If - Supremes
Fitur Victor Silva
1970 (44) Jesucristo Superstar
1970 (45) Mott the Hoople - Focus
Brigada Bravo Diaz
1970 (46) Uriah Heep-Manfred Mann
1970 (47) Jimi Hendrix Wight
1970 (48) Jimi Hendrix Wight 2º
1970 (49) John Mayall
1970 (50) Llena tu cabeza de Rock
1970 (51) Llena tu cabeza de Rock II
1970 (52) Cressida - Patto
1970 (53) Super Grupos Atlantic
50 años Canción del Pueblo
1970 (54) Super Groups Polydor
1970 (55) Led Zeppelin - Zappa
1970 (56) Genesis
1970 (57) Pink Floyd
1970 (58) Savoy Brown - Elton John
1970 (59) Elvis Presley - David Bowie
Iñaki Sandoval
1970 (60) Grateful Dead - Stephen Stills
1070 (61) Velvet Und. - Kinks 17/02/17
1970 (62) Gentle Giant
1970 (63) Emerson, Lake & Palmer
Desde Coruña Ciclo 1906
1970 (64) George Harrison
Perico Sambeat
1970 (65) Jefferson Starship
1970 (66) Kraftwerk
Ialma
1970 (67) Derek & Dominos
1970 (68) Plastic Ono Band John Lennon
1970 (69) King Crimson
1970 (70) CCR - Wishbone Ash
1970 (71) Nico, Yoko Ono
1970 (72) Colosseum - If
1970 (73) Ginger Baker Airforce - Donovan
1970 (74) Tim Buckley - T.Rex
Uri Caine
1970 (75) Black Widow
1970 (76) James Brown
1970 (77) Chuck Berry
1970 (78) Eric Burdon War
Mara Aranda
Brath
Jordi Sabatés
La Canalla
Cantautores Toledo
Joaquín Pardinilla
Cañizares
Enrike Solinís
Albert Marques Trio 31/03/17
1970 (79) Lucifer's Friend
Moisés Sánchez
Vieux Farka Toure
Celia Flores
1970 (80) James Gang
1970 (81) Sixto Rodríguez
Ataulfo Argenta por Ana Arambarri
Amancio Prada
1970 (82) Caravan, Man, UFO
1970 (83) T 2, Amon Düül
Homenaje a Chuck Berry
Homenaje a Chuck Berry 2ª parte
José Manuel Costa
José Manuel Sebastián
Julio Ródenas
1970 (84) Bob Seger System
Adrian Vogel
Festival Mantras y Jazz & Cooking
Ana Alcaide - Etnomusica
Benagalbon Folk - Eliseo Parra
1970 (85) Kluster - T2
1970 (y86) High Tide
1970 (87) Fernando Salaberry
1970 (88) Máquina
Otras cosmologías sonoras - 05/05/17
Otras cosmologías sonoras - 08/05/17
Otras cosmologías sonoras - 09/05/07
Otras cosmologías sonoras - 10/05/17
Cosmologías sonoras - 12/05/17
Cosmologías sonoras - 15/05/17
Cosmologías sonoras - 16/05/17
Otras cosmologías sonoras - 17/05/17
Pepe Habichuela - Ogun Afrobeat
Otras cosmologías sonoras - 19/05/17
Rock Sinfónico 01 The Nice
Rock Sinfónico 02 Pete Sinfield
Rock Sinfónico 03 Can, Focus, Yes
Rock Sinfónico 04 Argent-Genesis
Rock Sinfónico 05 K.Crimson
Rock Sinfónico 06 Le Orme
Rock Sinfónico 07
Rock Sinfónico 08 Zappa-Canarios
Rock Sinfónico 09 Steven Wilson
Rock Sinfónico 10 Colosseum
Rock Sinfónico 11 Pendragon
Rock sinfónico 12 Procol Harum
Rock sinfónico 13 Jethro Tull
Rock Sinfónico 14 New Trolls
Rock Sinfónico 15 Think Floyd
Rock Sinfónico 16 Uriah Heep
Rock sinfónico 17
Rock sinfónico 18 Nigel Kennedy
Rock sinfónico 19 Transatlantic 15/06/17
Rock sinfónico 20 Kotebel
Rock Sinfónico 21 Zenit
Rock Sinfónico The Pineapple Thief 22
Rock sinfónico 23 Iman Califato I.
Rock Sinfónico 24 King Crimson
Rock sinfónico 25 The Moody Blues
Rock Sinfónico 26 Vanilla Fudge
Rock sinfónico 27 Soft Machine
Rock sinfónico 28 Ars Nova
Rock sinfónico 29 Tangerine Dream
Rock sinfónico 30 Neal Morse
Rock Sinfónico 31 Flower Kings
Rock Sinfónico 32 Caravan
Rock Sinfónico 33 After Crying
Rock Sinfónico 34 The Pineapple Thief
Rock Sinfónico 35 Greg Lake
Rock Sinfónico 36 Fermata
Rock sinfónico 37
Rock Sinfónico 38 -The Nice
Rock sinfónico 39 Solaris
Rock Sinfónico 40 Flaming Lips
Rock Sinfónico 41 Pink Floyd sin ellos
Rock Sinfónico 42 Rusos
Rock Sinfónico 43 Mas rusos
Hª discopolita Jazz 05
Hª discopolita Jazz 06
OctOver - Elvis Presley
Viljandi Folk 01 Maarja Nuut
Cádiz Jazz
Cádiz 02 Cortejosa
Viljandi Folk 02 Trad Attack!
Con raíces José Nieto
Viljandi Folk 04 Trio Maar
Viljandi Folk 05 Verska Naase, Liinatsuraq
Viljandi Folk 06 Indre & Solo
Viljandi Folk 07 Márta Sebestyén 04/08/17
Viljandi Folk 08 Marta Topferova
Viljandi Folk 09 Ljoba Jence
Viljandi Folk 11 Laoise Kelly
Viljandi Folk 12 Perkonviri
Viljandi Folk 13 Jebi 16/08/17
Viljandi Folk 14 Lidija Dokuzovic
Viljandi Folk 15 Ragga Gröndal
Viljandi Folk 16 Lepaseree
Viljandi Folk 17 Irmelin
Viljandi Folk 18 Trio Vechernitza
Viljandi Folk 19 Nubar
Viljandi Folk 20 Landstreichmusik
Viljandi Folk 21 Sutari
Viljandi Folk 22 HulyaiHorod
Viljandi Folk 23 Enkel
Viljandi Folk 24 Carlos Soto Folk Quintet 31/08/17
Viljandi Folk 03 Cardo-Roxo
Polisonic, Benito Cabrera
Polisonic Anaaut-El Twangero
Vargas Bronca Band
Desde Eivissa Ximo Tebar
Desde Ibiza MAP, Pep Tur, Saitua
Eric Clapton I
Eric Clapton II
A los 64
Oskorri
Juan Claudio Cifuentes
Buika, Tündra, Lara Bello, Onza...
Monika Zgustova Gulag
1970 89 España 02
Raúl Rodríguez
1970 (90) Los Brincos
1970 (91) Smash - Cerebrum
Desde Yecla Jazz Juan Saurin
Desde Yecla, Ariel Bringuez, Maureen Choi
Desde Yecla Laurel Canyon - Ruta del Vino
Desde Yecla A. Serrano
Darío Moreira
Dorantes
1970 (92) Aguaviva
Brath, Ruibal, Recoletos
1970 (93) Miguel Ríos - Canarios
1970 (94) Módulos
1970 (95) Música progresiva española
1970 (96) Vainica Doble
Recoletos Club I
Recoletos Club II
Serranito
Hiromi & Edmar Castañeda
Eliseo Parra
Pablo Baez
Señor Nuez
Setentas (01) Janis Joplin - ZZTop
Setentas (02) Uriah Heep - Booker T.
Setentas (03) Yes - Crazy Horse
Efrén López
Setentas (4) Cactus - Alice Cooper
Setentas (5) Egg - Can
Setentas (06) Chicago - Soft Machine
Setentas (07) Jimi Hendrix - Cohen
Setentas (08) Jethro Tull - Procol Harum
Rock Sinfónico 86 Libro Eduardo Salueña
Setentas (09) Vox Dei - S.Gainsbourg 06/11/17
Setentas (10) The Doors
Setentas (11) Rolling Stones
Desde Malaga Jazz
Desde Málaga Marta Sánchez
"""Periplo"" Vergara Soto"
Setentas (12) Caravan- The Nice
Setentas (13) Crosby, Stills, Nash & Young
Setentas (14) Rod Stewart - Hot Tuna
Setentas (15) Tarkus - Fireball
Setentas (16) Focus - Black Sabbath
Setentas (17) Moody Blues - Chuck Berry
Setentas (18) Pink Floyd
Setentas (19) Allman Brothers Band
Setentas (20) Little Richard - Shaft
Setentas (21) Who's Next, T. Rex
Setentas (22) John Lennon, Imagine
Setentas (23) Santana III, H. Wolf.
Setentas (24) Mahavishnu Orchestra
Setentas (25) Hendrix, Rainbow Bridge
Begoña Olavide & Javier Bergia
Concerto Jon Lord Banda Yecla I
Concerto Jon Lord Banda Yecla II
Concerto Jon Lord 1969 Deep Purple
Concerto Jon Lord 1999 Deep Purple
Setentas (28) Sandy Denny-Joan Baez
Setentas (29) Ten Years After-U. Heep-F. Mac
Setentas (30) Grand Funk, Mountain, Faces
Setentas (31) Flamin Groovies 0 y más
Setentas (32) Rory Gallagher
Setentas (35) Wishbone Ash - Savoy Brown
Setentas (36) A.Cooper, Cactus, Sly
Setentas (37) Lindisfarne, Pete Seeger
Setentas (38) Dylan, A. Blondel, S. Span
Setentas (39) Traffic, Steppenwolf
Villancicos europeos 1 de 3
Villancicos europeos 2 de 3
Villancicos europeos y3
Setentas (42) Man
Setentas (43) Jon Lord, Gemini Suite
Concerto Jon Lord 2012
Setentas (46) Bangla Desh 1
Setentas (46) Bangla Desh y2
Setentas (48) Genesis - Hawkwind
31 cumpleaños
Setentas (51) Frank Zappa Mothers
Setentas (52) Victor Jara - VGG
Setentas (53) Faust, Tucky Buzzard, Gentle Giant
Setentas (54) Osibisa
Setentas (55). Fela Kuti
Celebración Discópolis 10.000
Neuronium - Roger Waters
Impresiones de las 10.000 - Difícil Equilibrio
Desde Fitur
Setentas (58) Om - Jarka
Setentas (59) Alacran - Smash
Setentas (62) Módulos - Pan & Regaliz
Setentas (63) Nuestro Pequeño Mundo
Setentas (64) Aguaviva - Mikaela
Setentas (65) Mi generación - La Mosca
Setentas (66) Miguel Rios - Pop Tops
Setentas (69) Serrat-A.Celdran
Setentas (70) Tabaco, Epoca, Franklin...
Setentas(71) Led Zeppelin IV - Bowie 31/01/18
Setentas (72) King Crimson: Islands 01/02/18
Setentas (73) ELP Cuadros de una exposición
Euroradio Folk Chequia 01 Jllka Suranska
Euroradio Folk Chequia 02 Thomas Kocko
Euroradio Folk Chequia 03 Zuzana Lap¿íková
Euroradio Folk Chequia 04 Penget¿s Trió
Euroradio Folk Chequia 05 Puuluup
Euroradio Folk Chequia 06 Loyko
Euroradio Folk Chequia 07 Kjorstad Brothers
Euroradio Folk Chequia 08 Rada
Euroradio Folk Chequia 09 Monika Drasch Quartet
Euroradio Folk Chequia 10 Quinteto Valday
Euroradio Folk Chequia 11
Euroradio Folk Chequia 12 Laiminguo
Euroradio Folk Chequia 13 Ethnolika
Euroradio Folk Chequia 14 Ponk
Euroradio Folk Chequia 15 232 Strängar
Euroradio Folk Chequia 16 La Banda Morisca
Euroradio Folk Chequia 17 Lepistö & Lehti
Euroradio Folk Chequia 18 Katarína Máliková
Euroradio Folk Chequia 19 Federspiele
Euroradio Folk Chequia 20 nuMori - Altan
Euroradio Folk Chequia y21 Altan
Setentas (84) Jammin Edward - Hendrix
Setentas (85) Hendrix West & War Heroes
Setentas (86) Exile on Main Street
Harvest-Burgers
Setentas (88) Machine Head
Setentas (89) Scorpions - Manassas
Setentas (90) Wishbone Ash - Jeff Beck
Setentas (91) Jethro Tull
Hevia
Setentas (92) Lou Reed
Setentas (93) David Bowie
Javier Ruibal, Presente Femenino I
Javier Ruibal, Presente Femenino y II
Setentas (94) Allman Brothers Band
Setentas (95) King Crimson
Setentas (96) Dark Side of the Moon-Renaissance
Setentas (97) Janis Joplin In Concert
(Setentas 98) The Cream Live
Setentas (99). Caravan - El Chicano
(Setentas 100) Chuck Berry - Muddy Waters
(Setentas 101) Zappa - Alice Cooper
(Setentas 102) Emerson, Lake & Palmer
(Setentas 103) Pink Floyd
(Setentas 104 ) Procol Harum Live
Setentas (105) John & Yoko
Setentas (106) Aphrodite's Child
Manuel Gerena en Toledo
Andrés Sudón
Setentas (107) Santana, Caravanserai
Setentas (108) Yes: Close to The Edge - Neu!
Setentas (109) Birth Control -Sandy denny)
Setentas (110) Genesis: Foxtrot
Setentas (111) Focus III
Ismael Serrano Biblioteca Nacional
Setentas (112) Black Sabbath IV - Malo
Setentas (113) Made in Japan
Setentas (114) Deep Purple - Beck, Bogert & Appice 26/04/18
Setentas 115 Pink Floyd - Christy Moore
Día Internacional del Jazz
Setentas (116) Klaus Schulze
Setentas (137) Malo - Azteca
Congreso Música y Prensa Cuenca
Setentas (118) Jerry Lee Lewis
Setentas (119) Tapiman - Fusioon
Setentas (120) Maquina! en directo
Setentas (121) Lone Star
Setentas (122) Manolo Diaz- Peter Roar
Setentas (123) Canarios Vivos!!!!
Jarka, Ia&Batiste
Setentas (127) Módulos - Pekenikes
Setentas (126) Aguaviva - Jordi Soler
Setentas (127) Serrat - Cecilia
Rozalén - Brath
Setentas (128) Miguel Ríos, Rock y Amor
Setentas (129) Patxi Andión - Lluis Llach
Rodrigo Leao
Brath en directo
Terras Sem Sombra - Clarines de Batalla
Juan Pedro Quiñonero
Setentas (130) Alice Cooper, The Stooges, Montrose
Setentas (131) Led Zeppelin, Houses of The Holly
Setentas (132) The Who: Quadrophenia I
Setentas (133) Quadrophenia y2 - Camel
Setentas (134) Lynyrd Skynyrd
Setentas (135) King Crimson
Setentas (136) Gong - Deep Purple
Setentas (137) Allman Brothers Band - Can
Setentas (138) Rick Wakeman - Camel
Setentas (139) Roxy Music
Setentas (140) Roxy Music II
Setentas (141). Elvis Presley
Setentas (142) American Graffiti
Setentas (143) Elvis-George Harrison
Setentas (144) David Bowie
Setentas (145) Lou Reed: Berlin 19/09/18
Setentas (146) Black Sabbath - Haizetara
Setentas (147) Magma - Neu
Setentas (148) Tubular Bells
Setentas (149) Santana: Welcome
Setentas (150) Planxty
Setentas (151) Chieftains - Bob Dylan
Setentas (152) Génesis
Folk Segovia: Biflats
Setentas (154) Rory Gallagher - Area
Setentas (155) Lennon-Springstreen-Gong
Haizetara de Amorebieta
Fran Lasuen y Luisja Ugarte
Getxo Jazz
Setentas (156) Blue Oyster Cult, Aerosmith, Nazareth
Setentas (157) Golden Earring, Uriah Heep, Granicus
Setentas (158) ELO
Setentas (159) Hilario Camacho - Conexión
Setentas (160) Lone Star - Ovidi Montllor
Setentas (161) Desde Santurce a Bilbao Blues Band
Setentas (162) Toti Soler, Jordi Sabates
Setetas (163) Solera, Módulos, Calderón
Dissidenten, Manglis, Olavide
Desde Calasparra con Dissidenten
John Coltrane Lost Album y2
Chick Corea Live
Chick Corea - Chano Domínguez
Setentas (164) Aute - Rosa Leon
Mambo Jambo desde Polisonic
Setentas (165) Ricardo Cantalapiedra - Cecilia
Setentas (166) Victor Manuel - Patxi Andion
Setentas (167) Ismael - Joaquín Diaz
Setentas (168) Paco de Lucia - Manolo Sanlúcar
David Pastor desde Polisonic
Setentas (169) N.M.Juglaria - N.P.Mundo
Folk Segovia: Bi Flats
Folk Segovia: Orq. Plaza Castilla - Gwendal
Folk Segovia: Gwendal
Folk Segovia: Alexander Pewló Project
Folk Segovia: Vallarna
Folk Segovia: Cantareiras Xerfa y Xirifeiras
Folk Segovia: Quartet Slavey
Setentas (171) Walter Carlos
La Naranja Mecánica
Setentas (170) Walter Carlos: Bach y más
Brath en Moscú
Nerekhta Horn Festival
Sulayr de Pampaneira
Eivissa Jazz: M.A.P.
Eivissa Jazz: Ximo Tébar
Eivissa Jazz: Kontxi Llorente Trio
Eivissa Jazz: Eivissa Jazz Experience
Eivissa Jazz: Malstrom
Eivissa Jazz: Marcin Wasilewski Trío
Eivissa Jazz final
Desde Ibiza
Desde Ibiza, María Toro, Pablo Caminero
Setentas (172) Brian Eno
Setentas (173) Bob Dylan
Setentas (174) Kiss - Mick Ronson
Setenta (175) Todd Rundgren
Setentas 176 Leslie West Mountain Live
Discópolis 10.289 - Setentas (177) Hot Tuna - Aerosmith - 17/09/18
Setentas (178) Aretha Franklin
Jazz Yecla previo
The Excitements en Yecla
Excitements - A. Bringuez desde Yecla
A. Serrano - M. Choi desde Yecla
Juan Saurin - Josh Boyer
Directo Yecla: Rocío Puche, Paloma Candela
Directo Yecla: Hilaria Craven - Patricia Candela
Nes, A.Youngblood, Cata Ruta del Vino
Desde Yecla Mateo Gil - Navarro Azorín
Setentas 178 Lou Reed
Judith Mateo
Setentas (180) Grace Slick - Humble Pie
Setentas (181) Ted Nugent - Rush
(182) Camel - Queen
Setentas (183) King Crimson, Starless
Setentas (184) Can - The Residents
Setentas (185) Horslips - F.Marino
Setentas (185) Kansas
Setentas (187) Tangerine Dream Phaedra
Eric Clapton - Blue Oyster Cult
Robin Trower - Ten Years After
Setentas (190) Sweet
Setentas (191) Bad Co - Tom Waits
Setentas (192) King Crimson, Red
Setentas (193) Emerson, Lake & Palmer Live
Setentas (194) Emerson, Lake & Palmer Live II
Mariskal Romero
Joaquin Torres de Los Pasos
Setentas (195) New York Dolls
Setentas (196) Ray Manzarek
Setentas (197) Eric Burdon - Grateful Dead
Setentas (198) B.T.O. - Primevil
Setentas (199) Bob Dylan & The Band
Setentas (200) Bob Dylan-Joni Mitchell
Setentas (201) Deep Purple
Stanley Clark
Mercedes Arancibia
Ánimo Animal Aute
Setentas (202) Kraftwerk- Hawkwind
Gustavo Sierra
Setentas 203 Kayak-Nektar-Montrose
Setentas (204) Génesis, The Lamb
Setentas (205) Lynyrd Skynyrd
Setentas (206) Mott the Hoople - Neil Young
Setentas (207) Traffic
Setentas (208) Santana: Lotus I
Setentas (209) Santana Lotus II
Setentas (210) Rolling Stones: Goat's...
Setentas (211) Supetramp
Setentas (212) Queen - Judas Priest
Setentas (213) Rick Wakeman
Setentas (214) Joan Báez-Joni Mitchell
Setentas (215) Jefferson Starship - Mountain
Setentas (216) West, Bruce & Laing - Mountain
Massiel
Setentas (217) Scorpions - Geordie
Setentas (219) Henry Cow - John Lennon 05/12/18
Setentas (220) David Bowie: Diamond Dogs - Kiss
Setentas (220) Climax Blues Band - Barclay James Harvest
Setentas (221) Wishbone Ash - Thin Lizzy
Setentas (221) Bryan Ferry - Barry White - Leonard Cohen
Setentas (223) Gentle Giant - Renaissance
Setentas (224) Electric Light Orchestra
Jornadas Jazz Castellón UJI
Setentas (225) Rory Gallagher Irish Tour
Setentas (226) Santana: Borboletta - Jan Akkerman
Setentas (227) Mike Oldfield, Hergest Ridge
Setentas (228) Caravan - Focus
Setentas (229) Focus -Robert Wyatt
Villancicos Europeos
Setentas 230 Canarios: Ciclos
Setentas (231) Fusioon - Canarios
Setentas (232) The Storm - Alcatraz
Setentas (233) Las Grecas - Carmen
Setentas (234) C.R.A.G. - Mari Trini
Setentas (235) Miguel Rios - Santabárbara
Setentas (236) Micky - Iñaki Egaña
Setentas 237 Orquestra Mirasol-Tete Montoliú
Setentas (238) Karina - Sherpa
Setentas (239) Juan Carlos Calderón - Jordi Sabatés
Setentas (240) Elkin y Nelson
Setentas (241) Aute - Serrat
Setentas (242) Noel Soto - Donna Hightower
Setentas (243) M.M.Bonet - Tete M.& Sabatés
Setentas (244) Paco Ibáñez - José Meneses
Setentas (245) Benito Lertxundi - Mikel Laboa
Setentas (246) Labordeta-Xavier Lete-Patxi Andion
Carlos Nuñez - Inverfest
Setentas (247) Pi de la Serra-Llach-Montllor
Setentas (248) A. Prada - Raimon- V. Manuel
Setentas (249) G.Motta-N.Feliú-Niña Monjas
Desde Fitur 2019 - Raimundo Amador 7
Benito Lertxundi - Patxi Andion
Discópolis 10.434 - 25/01/19
Setentas (250) Bruce Springsteen - Kiss
Setentas (251) Ted Nugent - Neil Young
Setentas (252) Pink Floyd: Wish You Were Here
Setentas (253) Aerosmih - Tangerine Dream
Setentas (254) Queen: A Night at the Ópera
Setentas (255) Bob Dylan: Blood on the Tracks
Setentas (256) Dr. Feelgood - Rush
Setentas (257) AC/DC - John Lennon
Setentas (258) John Lennon - David Bowie
Setentas (259) Eric Clapton, Was Here
Setentas (260) King Crimson: USA
Setentas (261) Led Zeppelin: Physical Graffiti
Setentas (262) Frank Zappa - Led Zeppelin
Setentas (263) Rick Wakeman)
Micky
